Date,Open,High,Low,Close,Volume
2024-01-01,100.2448804173439,101.8607126764733,98.6366749268883,101.1650957171058,1219
2024-01-02,99.64041321577973,100.58066374990487,98.21119705794905,100.13680824148071,4508
2024-01-03,100.3178099318452,101.44905979002544,98.76089071667374,99.66805974593748,4086
2024-01-04,100.73078306728686,102.63280904817253,100.3688488000928,100.75556317670143,2440
2024-01-05,100.01578963434717,100.36312336214577,99.02156985565425,101.32775756760637,3823
2024-01-08,100.45077195693926,102.10260192669973,99.20567882175506,101.41189019876806,4810
2024-01-09,101.65872447448339,101.79836596848725,100.23963926884782,100.06089045867235,3347
2024-01-10,100.61636989998672,102.24209277489989,98.73393553098059,101.26073320031686,3213
2024-01-11,101.95266902732658,102.13038744503834,99.332375603599,101.16520215090732,3259
2024-01-12,99.75291482039128,101.45549867642058,98.32867961887445,101.05617799775337,4499
2024-01-15,99.6190673608758,100.40260400793906,98.69233648683173,100.64413718450226,2015
2024-01-16,99.70582004405493,101.2516096659924,97.97356920066781,99.34545851007168,2401
2024-01-17,100.47728057878044,100.2034851534393,99.58264281064594,99.49593776437534,3715
2024-01-18,99.85483671349431,100.82050486919769,99.80823792407226,99.00896649184779,1091
2024-01-19,101.68501126711664,101.71436248399529,98.50280323191564,100.90060938965404,4728
2024-01-22,100.59273992442616,100.2299874154119,99.25583130286729,100.10610399270618,3236
2024-01-23,98.71542617291419,99.78553113396359,98.13339795395746,98.86747255770157,3792
2024-01-24,99.1506153289683,99.40673155368813,98.42001522346196,98.04545275067764,4837
2024-01-25,98.9476881203753,101.02983353865858,98.47345720838469,98.49987952479567,2866
2024-01-26,99.72886994770683,99.50492882176621,98.3570440308519,99.46386744948371,2298
2024-01-29,99.09515208777827,99.17740681276258,98.55972686676587,99.17421175730959,4135
2024-01-30,99.99615971006003,100.74788652073813,97.6650444267856,98.8925091622396,1684
2024-01-31,98.8171305034433,101.02504449422362,98.39895428556119,99.77369561968284,4857
2024-02-01,99.06693019639728,100.31353462111079,97.85829773208434,100.0136685834338,3784
2024-02-02,100.4012439175182,100.82919866175314,98.87807187508861,99.03145922414815,1273
2024-02-05,98.00604114485056,99.97931998551633,96.6501333801906,97.80119756011503,2560
2024-02-06,97.49111578473368,99.73441066517869,96.71710976844531,98.99243073129688,4221
2024-02-07,98.11346561077112,99.44385741992933,97.8765268749437,99.14613306176892,4207
2024-02-08,99.61615997894948,99.84534173461971,96.74583245490656,98.92300585263635,1541
2024-02-09,97.8259173894523,98.25959406591933,97.04520351549256,98.05223789289153,1067
2024-02-12,97.40627891773131,98.1778254563328,97.28628755505649,98.63060555734452,4858
2024-02-13,98.86220066705312,98.88136577503231,97.77205399109673,98.1141787439859,2791
2024-02-14,98.24139525915616,99.62932440230618,97.81059119832801,99.21789976174634,2303
2024-02-15,98.15601346356225,100.89005242237094,97.41981362130902,98.61859641216148,4672
2024-02-16,98.69174693133952,100.09670642158993,97.55085835571714,98.46156426883931,2189
2024-02-19,99.65667654251982,101.27296960198699,98.80768155200954,100.1995500191512,3554
2024-02-20,99.92691179970326,101.03655634707727,99.50082082408257,100.6222721465693,2642
2024-02-21,100.51544144196151,100.5363172646113,99.60481453670506,101.37804371374003,2859
2024-02-22,100.40472932073563,101.15853638567054,100.09747160812037,101.16248815130889,3380
2024-02-23,100.57724139685139,101.85550826511714,100.9350156602854,102.26552850011528,3638
2024-02-26,101.08463363923632,101.85338255436457,100.87379385741659,100.61047092847356,1538
2024-02-27,102.15186877201508,102.21678310162883,100.09587683383695,102.27778082238805,3367
2024-02-28,102.30888597185228,102.4308991191801,100.49691841661765,102.5319612170572,3357
2024-02-29,102.83565918419453,103.05538595733239,102.14512057049751,102.95247210846618,2525
2024-03-01,101.3736392723808,103.08369641259894,100.64849823511283,101.66316023047007,4692
2024-03-04,100.97278760619265,101.26073944954408,99.7663163929909,101.10231011322222,1201
2024-03-05,99.89473513640418,100.95621696062595,99.850338862313,100.48064536799875,3563
2024-03-06,99.87193978907139,101.49096201043224,99.52995718685274,99.23957853951478,3737
2024-03-07,99.55767421198463,99.57035194223275,98.15281457063698,99.4978469136245,4605
2024-03-08,98.50939557674783,99.5489917485925,98.27054014031998,98.76869176889385,2974
2024-03-11,98.869077597097,99.79192715110445,97.540282754317,98.88097802868577,2416
2024-03-12,99.09555347405255,100.18961678023003,98.68837665322582,99.43381404420478,4348
2024-03-13,99.18119141305878,99.89073074062382,97.1842949232354,98.78149003847743,2946
2024-03-14,101.05903029318414,100.41401260578571,100.121031692623,99.69218202221322,2953
2024-03-15,100.85529326837582,101.47887783119877,100.36268802573818,101.67233334105829,4464
2024-03-18,100.86138162413488,102.28757303388389,99.08212163135215,101.33050036059673,4205
2024-03-19,102.11850760888504,103.47688450723425,100.17861354778009,102.55303387494817,2430
2024-03-20,102.36205255754015,102.3102841793773,101.45606950767944,101.87659491705314,3458
2024-03-21,102.4078279290821,102.807623042456,102.16520213148914,102.85344852474147,2384
2024-03-22,103.64720220212561,104.64496567697154,101.7128309531647,103.48122356402814,1349
2024-03-25,104.11625319181917,104.86883125047125,101.63462363889869,104.08683542108449,4772
2024-03-26,102.91343780007321,104.17649540741938,102.30488246615319,103.9663716534282,4297
2024-03-27,104.21786814895066,104.03608505043815,102.09609018399932,104.40261407666983,2100
2024-03-28,103.5026491613387,104.05059874758632,102.42378533524041,103.48872025727013,4492
2024-03-29,103.10417997731074,104.67023715956104,102.98681627933449,104.37494445113661,4257
2024-04-01,103.148886386331,103.22415101778029,101.5607098547732,103.48291875991319,2143
2024-04-02,102.43140917325414,103.97121057579552,101.17976158259066,102.99934607968869,4204
2024-04-03,103.11107203362569,104.34748477710096,102.65823635517117,102.87616454133422,1571
2024-04-04,103.14564085425705,103.79128488814837,101.2206832699615,102.72912770857228,1205
2024-04-05,101.91118501342581,104.39992862578057,100.979975954125,103.72533349440293,1552
2024-04-08,102.95404429095652,102.60452185544918,101.43131491766347,101.9680549390102,4239
2024-04-09,100.78240953405609,103.31229192293783,99.92953479679585,101.41994325197558,1200
2024-04-10,102.24912934533026,103.16462501247673,100.85973661733192,101.76659811000971,3770
2024-04-11,103.43334704934257,102.75265679271637,101.53211326549686,102.69984675018235,1286
2024-04-12,101.97814709619327,103.19487523277553,101.08170866047801,102.16191985849488,1977
2024-04-15,101.25573662222803,102.63145376817792,99.77702381614361,100.855372568854,1631
